Ticker_Id,Indx_Members,Country,Year,Board size,Board independence,CEO duality,Board meeting attendance,Independence of audit committee,Auditor ratification,Independence of compensation committee,Independence of nomination committee,Shareholder approved poison pill,Dual class unequal voting rights of common shares,Staggered board,Diversity of board,Board duration,Corporate governance score,LogAsset,CAPEXByAsset,CashByAsset,DebtByAsset,PPNEByAsset,RNDByAsset
AXSB IB,AXSB IB Equity,India,2010,1,1,1,1,1,1,1,1,0,1,0,1,1,11,14.41,0.00,0.05,0.14,0.01,NA
BAF IB,BAF IB Equity,India,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
BHARTI IB,BHARTI IB Equity,India,2010,1,1,0,1,1,1,1,0,0,1,0,1,1,9,13.47,-0.18,0.04,0.14,0.68,0.00
BHE IB,BHE IB Equity,India,2010,1,1,0,1,1,0,0,0,0,1,0,0,1,6,11.46,-0.01,0.38,0.00,0.06,0.00
BHEL IB,BHEL IB Equity,India,2010,1,1,0,1,1,0,1,0,0,1,0,1,0,7,13.10,-0.04,NA,0.00,0.08,0.02
BHFC IB,BHFC IB Equity,India,2010,1,1,0,1,1,1,0,0,0,1,0,1,1,8,10.87,-0.03,0.11,0.42,0.49,0.00
BHIN IB,BHIN IB Equity,India,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12.32,-0.17,0.03,0.20,0.80,0.00
BJAUT IB,BJAUT IB Equity,India,2010,1,1,1,1,1,0,1,1,0,1,0,1,1,10,11.15,-0.02,0.02,0.01,0.22,0.02
BJFIN IB,BJFIN IB Equity,India,2010,1,1,1,0,1,0,1,1,0,1,0,0,1,8,12.88,NA,0.01,0.01,0.01,NA
BJHI IB,BJHI IB Equity,India,2010,1,1,1,1,1,0,1,1,0,1,0,0,1,9,11.00,0.00,0.00,0.00,0.00,NA
BOB IB,BOB IB Equity,India,2010,1,1,0,1,0,0,0,0,0,1,0,1,0,5,14.86,0.00,0.05,0.17,0.01,NA
BOS IB,BOS IB Equity,India,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11.04,-0.05,0.21,0.04,0.11,0.01
BPCL IB,BPCL IB Equity,India,2010,1,1,0,1,1,0,1,0,0,1,0,1,1,8,13.33,-0.08,0.01,0.43,0.40,0.00
BRIT IB,BRIT IB Equity,India,2010,1,1,1,1,1,0,1,1,0,1,0,1,1,10,9.62,-0.05,0.03,0.43,0.27,0.00
CCRI IB,CCRI IB Equity,India,2010,1,1,1,1,1,0,0,0,0,1,0,1,1,8,10.86,-0.07,0.38,0.01,0.46,0.00
CDH IB,CDH IB Equity,India,2010,1,1,0,1,1,0,0,0,0,1,0,0,1,6,10.53,-0.08,0.07,0.29,0.34,0.06
CIPLA IB,CIPLA IB Equity,India,2010,1,1,0,1,1,0,0,0,0,1,0,0,0,5,11.20,-0.07,0.01,0.00,0.37,0.04
CLGT IB,CLGT IB Equity,India,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9.08,-0.04,0.39,0.01,0.29,0.00
COAL IB,COAL IB Equity,India,2010,1,1,1,1,1,0,1,0,0,1,0,0,1,8,13.47,-0.03,0.55,0.03,0.20,0.00
CROMPTON IB,CROMPTON IB Equity,India,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
DABUR IB,DABUR IB Equity,India,2010,1,1,1,1,1,0,0,0,0,1,0,0,1,7,9.94,-0.08,0.09,0.09,0.31,0.00
DIVI IB,DIVI IB Equity,India,2010,1,1,0,1,1,1,1,0,0,1,0,0,1,8,9.83,-0.03,0.01,0.02,0.33,0.00
DLFU IB,DLFU IB Equity,India,2010,1,1,1,1,1,0,1,0,0,1,0,1,0,8,13.33,-0.23,0.01,0.35,0.45,0.00
DRRD IB,DRRD IB Equity,India,2010,1,1,1,1,1,1,1,1,0,1,0,1,1,11,11.29,-0.12,0.08,0.18,0.28,0.05
EIM IB,EIM IB Equity,India,2010,1,1,1,1,1,0,0,0,0,1,0,0,1,7,10.30,-0.05,0.42,0.03,0.15,0.00
EXID IB,EXID IB Equity,India,2010,1,1,1,0,1,0,1,0,0,1,0,0,1,7,10.28,-0.04,0.01,0.06,0.27,0.00
FB IB,FB IB Equity,India,2010,1,1,1,1,1,0,1,1,0,1,0,0,1,9,12.99,0.00,0.05,0.04,0.01,NA
GAIL IB,GAIL IB Equity,India,2010,1,1,0,1,1,0,0,0,0,1,0,0,1,6,12.79,-0.17,0.13,0.15,0.56,0.00
GCPL IB,GCPL IB Equity,India,2010,1,1,1,1,1,0,1,1,0,1,0,1,1,10,9.65,-0.05,0.20,0.02,0.14,0.00
GNP IB,GNP IB Equity,India,2010,1,1,1,1,1,0,1,0,0,1,0,1,0,8,10.80,-0.08,0.02,0.05,0.31,0.03
GRASIM IB,GRASIM IB Equity,India,2010,1,1,1,1,1,0,0,0,0,1,0,1,1,8,12.53,-0.05,0.01,0.20,0.52,0.00
HAVL IB,HAVL IB Equity,India,2010,1,1,0,1,1,0,0,0,0,1,0,0,1,6,10.34,-0.05,0.05,0.34,0.27,0.00
HCLT IB,HCLT IB Equity,India,2010,1,1,1,1,1,0,0,0,0,1,0,1,0,7,11.82,-0.05,0.03,0.20,0.14,0.00
HDFC IB,HDFC IB Equity,India,2010,1,1,1,1,1,0,1,0,0,1,0,1,1,9,14.18,0.00,0.04,0.52,0.00,NA
HDFCB IB,HDFCB IB Equity,India,2010,1,1,1,1,1,0,1,1,0,0,0,1,1,9,14.62,0.00,0.07,0.10,0.01,NA
HMCL IB,HMCL IB Equity,India,2010,1,0,1,1,0,0,0,0,0,0,0,1,0,4,NA,NA,NA,NA,NA,NA
HNDL IB,HNDL IB Equity,India,2010,1,1,1,1,1,0,0,0,0,1,0,1,1,8,13.45,-0.06,0.03,0.37,0.39,0.00
HPCL IB,HPCL IB Equity,India,2010,1,1,0,1,1,0,0,0,0,1,0,0,1,6,13.25,-0.14,0.01,0.43,0.44,0.00
HUVR IB,HUVR IB Equity,India,2010,1,1,1,1,1,0,1,0,0,1,0,0,1,8,11.48,-0.06,0.21,0.00,0.25,0.01
ICICIBC IB,ICICIBC IB Equity,India,2010,1,1,1,1,1,0,1,1,0,1,0,1,1,10,15.40,0.00,0.06,0.26,0.01,NA
IDEA IB,IDEA IB Equity,India,2010,1,1,1,1,1,0,1,0,0,1,0,1,1,9,12.39,-0.17,0.01,0.33,0.71,0.00
IDFCBK IB,IDFCBK IB Equity,India,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
IHFL IB,IHFL IB Equity,India,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
IIB IB,IIB IB Equity,India,2010,1,1,1,0,1,0,0,0,0,1,0,0,1,6,NA,NA,NA,NA,NA,NA
INFO IB,INFO IB Equity,India,2010,1,1,1,1,1,1,1,1,0,1,0,1,1,11,12.53,-0.03,0.44,0.00,0.16,0.00
IOCL IB,IOCL IB Equity,India,2010,1,1,1,1,1,0,1,0,0,1,0,1,1,9,14.25,-0.09,0.01,0.32,0.44,0.00
ITC IB,ITC IB Equity,India,2010,1,1,0,1,1,1,1,1,0,1,0,0,1,9,12.38,-0.05,0.06,0.01,0.40,0.00
JSTL IB,JSTL IB Equity,India,2010,1,1,1,1,1,1,1,1,0,1,0,1,1,11,12.79,-0.08,0.01,0.45,0.80,0.00
KKC IB,KKC IB Equity,India,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10.08,-0.03,0.02,0.04,0.13,0.03
KMB IB,KMB IB Equity,India,2010,1,1,1,1,1,0,0,0,0,1,0,0,0,6,13.22,-0.01,0.04,0.27,0.01,NA
LICHF IB,LICHF IB Equity,India,2010,1,1,1,1,1,0,0,0,0,1,0,0,1,7,12.91,0.00,0.01,0.86,0.00,NA
LPC IB,LPC IB Equity,India,2010,1,1,1,1,1,0,0,0,0,1,0,1,0,7,10.84,-0.13,0.04,0.22,0.35,0.08
LT IB,LT IB Equity,India,2010,1,1,0,1,1,0,1,1,0,1,0,1,0,8,13.47,-0.06,0.05,0.32,0.17,0.00
MM IB,MM IB Equity,India,2010,1,1,1,1,1,1,1,0,0,1,0,0,1,9,12.78,-0.08,0.08,0.38,0.23,0.02
MMFS IB,MMFS IB Equity,India,2010,1,1,1,1,1,0,1,1,0,1,0,1,1,10,11.47,0.00,0.03,0.68,0.00,NA
MRCO IB,MRCO IB Equity,India,2010,1,1,0,1,1,0,1,1,0,1,0,1,1,9,9.52,-0.11,0.06,0.27,0.08,0.01
MRF IB,MRF IB Equity,India,2010,1,1,1,1,1,0,1,0,0,1,0,0,1,8,10.60,-0.22,0.01,0.33,0.46,0.00
MSIL IB,MSIL IB Equity,India,2010,1,1,1,1,1,0,0,0,0,1,0,1,0,7,12.04,-0.08,0.01,0.05,0.33,0.01
MSS IB,MSS IB Equity,India,2010,1,1,1,1,1,0,0,0,0,1,0,0,1,7,10.54,-0.11,0.09,0.22,0.41,0.00
NEST IB,NEST IB Equity,India,2010,1,0,0,1,0,0,0,0,0,0,0,1,0,3,10.15,-0.17,0.10,0.00,0.53,0.01
NMDC IB,NMDC IB Equity,India,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
NTPC IB,NTPC IB Equity,India,2010,1,1,0,1,1,0,1,0,0,1,0,0,1,7,14.01,-0.12,0.13,0.36,0.63,0.00
ONGC IB,ONGC IB Equity,India,2010,1,0,0,1,0,0,0,0,0,0,0,1,0,3,14.33,-0.07,0.09,0.04,0.60,0.00
PIDI IB,PIDI IB Equity,India,2010,1,1,1,1,1,1,0,0,0,1,0,0,1,8,9.83,-0.04,0.02,0.25,0.40,NA
PIEL IB,PIEL IB Equity,India,2010,1,1,1,1,1,0,1,1,0,1,0,1,0,9,10.53,-0.08,0.01,0.35,0.27,0.02
PLNG IB,PLNG IB Equity,India,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
PNB IB,PNB IB Equity,India,2010,1,1,0,1,0,0,0,0,0,1,0,1,0,5,14.93,0.00,0.06,0.10,0.01,NA
POWF IB,POWF IB Equity,India,2010,1,1,0,1,1,0,0,0,0,1,0,0,1,6,13.65,0.00,0.02,0.79,0.00,NA
PWGR IB,PWGR IB Equity,India,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
RECL IB,RECL IB Equity,India,2010,1,1,0,1,1,0,0,0,0,1,0,0,1,6,13.45,0.00,0.02,0.80,0.00,NA
RIL IB,RIL IB Equity,India,2010,1,1,0,1,1,0,1,1,0,1,0,0,1,8,14.77,-0.09,0.05,0.25,0.67,0.00
SBIN IB,SBIN IB Equity,India,2010,1,1,1,1,0,0,0,0,0,1,0,1,0,6,16.49,0.00,0.06,0.12,0.00,NA
SHTF IB,SHTF IB Equity,India,2010,1,1,1,1,1,0,1,0,0,1,0,0,1,8,12.51,0.00,0.17,0.68,0.00,NA
SIEM IB,SIEM IB Equity,India,2010,1,0,1,1,0,0,0,0,0,0,0,1,0,4,11.44,-0.03,0.20,0.00,0.12,0.00
SRCM IB,SRCM IB Equity,India,2010,1,1,1,1,1,1,1,1,0,1,0,0,1,10,NA,NA,NA,NA,NA,NA
SUNP IB,SUNP IB Equity,India,2010,1,1,1,1,1,0,0,0,0,1,0,0,0,6,11.42,-0.03,0.06,0.02,0.17,0.02
TATA IB,TATA IB Equity,India,2010,1,1,1,1,1,1,0,1,0,0,0,0,1,8,13.91,-0.07,0.06,0.48,0.41,0.00
TCS IB,TCS IB Equity,India,2010,1,1,1,1,1,0,0,1,0,1,0,1,0,8,12.52,-0.04,0.17,0.00,0.16,0.00
TECHM IB,TECHM IB Equity,India,2010,1,1,1,1,1,0,1,0,0,1,0,0,1,8,10.99,-0.07,0.04,0.23,0.12,0.00
TGBL IB,TGBL IB Equity,India,2010,1,1,1,1,1,0,1,0,0,1,0,1,1,9,11.32,-0.01,0.23,0.22,0.07,0.00
TPWR IB,TPWR IB Equity,India,2010,1,1,1,1,1,0,0,1,0,1,0,0,1,8,12.90,-0.18,0.06,0.46,0.56,0.00
TTAN IB,TTAN IB Equity,India,2010,1,1,1,1,1,0,0,0,0,1,0,1,1,8,9.95,-0.02,0.09,0.03,0.13,0.00
TTCH IB,TTCH IB Equity,India,2010,1,1,1,1,1,0,0,0,0,1,0,0,1,7,11.83,-0.04,0.08,0.37,0.28,0.00
TTMT IB,TTMT IB Equity,India,2010,1,1,1,1,1,0,0,0,0,1,0,0,0,6,13.68,-0.10,0.10,0.49,0.34,0.01
TTMT/A IB,TTMT/A IB Equity,India,2010,1,1,1,1,1,0,0,0,0,1,0,0,0,6,13.68,-0.10,0.10,0.49,0.34,0.01
TVSL IB,TVSL IB Equity,India,2010,1,1,0,1,1,0,0,0,0,1,0,0,1,6,10.19,-0.04,0.05,0.44,0.45,0.03
UPLL IB,UPLL IB Equity,India,2010,1,1,0,1,1,1,1,0,0,1,0,1,1,9,11.15,-0.02,0.23,0.34,0.22,0.00
UTCEM IB,UTCEM IB Equity,India,2010,1,1,1,1,1,0,0,0,0,1,0,1,1,8,11.34,-0.03,0.01,0.19,0.62,0.00
VEDL IB,VEDL IB Equity,India,2010,1,1,1,1,1,0,1,0,0,1,0,0,1,8,11.63,-0.01,0.21,0.17,0.07,0.00
VKI IB,VKI IB Equity,India,2010,1,1,0,0,1,1,1,0,0,1,0,0,1,7,8.53,-0.13,0.01,0.14,0.57,0.00
WPRO IB,WPRO IB Equity,India,2010,1,1,0,1,1,1,1,1,0,1,0,0,1,9,12.69,-0.03,0.20,0.19,0.17,0.00
YES IB,YES IB Equity,India,2010,1,1,0,0,0,0,0,0,0,0,0,0,1,3,12.80,0.00,0.05,0.13,0.00,NA
Z IB,Z IB Equity,India,2010,1,1,0,0,0,0,0,1,1,0,0,0,1,5,10.76,-0.01,0.12,0.03,0.07,0.00
ADHI IJ,ADHI IJ Equity,Indonesia,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15.41,0.00,0.05,0.17,0.10,0.00
ADRO IJ,ADRO IJ Equity,Indonesia,2010,1,0,1,1,0,0,0,0,0,0,0,0,0,3,8.42,-0.05,0.13,0.35,0.44,0.00
AKRA IJ,AKRA IJ Equity,Indonesia,2010,0,0,1,1,0,0,0,0,0,1,1,0,1,5,15.85,-0.06,0.08,0.21,0.30,0.00
ANTM IJ,ANTM IJ Equity,Indonesia,2010,0,1,1,1,1,0,1,1,0,1,0,0,0,7,16.32,-0.05,0.35,0.06,0.31,0.00
ASII IJ,ASII IJ Equity,Indonesia,2010,1,1,1,0,1,0,0,0,0,1,0,0,0,5,18.54,-0.05,0.06,0.28,0.24,0.00
BBCA IJ,BBCA IJ Equity,Indonesia,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,1,19.60,0.00,0.09,0.01,0.01,NA
BBNI IJ,BBNI IJ Equity,Indonesia,2010,1,1,1,0,1,0,1,0,0,1,0,0,0,6,19.33,0.00,0.08,0.04,0.02,NA
BBRI IJ,BBRI IJ Equity,Indonesia,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,1,19.82,0.00,0.09,0.04,0.00,NA
BBTN IJ,BBTN IJ Equity,Indonesia,2010,1,1,1,1,1,0,0,0,0,1,0,0,0,6,18.04,0.00,0.07,0.17,0.02,NA
BJBR IJ,BJBR IJ Equity,Indonesia,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,1,17.59,0.00,0.09,0.11,0.01,NA
BMRI IJ,BMRI IJ Equity,Indonesia,2010,1,1,1,1,0,0,1,1,0,0,0,1,0,7,19.92,0.00,0.08,0.04,0.01,NA
BMTR IJ,BMTR IJ Equity,Indonesia,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16.38,-0.11,0.09,0.23,0.22,0.00
BRPT IJ,BRPT IJ Equity,Indonesia,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7.49,-0.02,0.11,0.24,0.58,0.00
BSDE IJ,BSDE IJ Equity,Indonesia,2010,1,1,1,0,0,0,0,0,0,1,0,1,0,5,16.27,0.00,0.30,0.11,0.36,0.00
BUMI IJ,BUMI IJ Equity,Indonesia,2010,1,1,1,0,0,0,0,1,0,1,1,0,1,7,8.86,-0.02,0.03,0.56,0.12,NA
EXCL IJ,EXCL IJ Equity,Indonesia,2010,1,1,1,1,1,0,0,0,0,1,0,0,1,7,17.12,-0.18,0.01,0.37,0.85,0.00
GGRM IJ,GGRM IJ Equity,Indonesia,2010,0,1,1,0,0,0,0,0,0,0,0,1,1,4,17.24,-0.04,0.04,0.09,0.24,0.00
HMSP IJ,HMSP IJ Equity,Indonesia,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16.84,-0.02,0.16,0.00,0.21,0.00
ICBP IJ,ICBP IJ Equity,Indonesia,2010,1,1,1,0,1,0,0,0,0,1,0,0,0,5,16.41,-0.03,0.26,0.04,0.17,0.00
INCO IJ,INCO IJ Equity,Indonesia,2010,1,1,1,1,0,0,0,0,0,1,0,1,0,6,7.69,-0.07,0.18,0.06,0.67,0.00
INDF IJ,INDF IJ Equity,Indonesia,2010,1,1,1,0,1,0,0,0,0,1,0,0,0,5,17.67,-0.05,0.22,0.30,0.37,0.00
INDY IJ,INDY IJ Equity,Indonesia,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7.15,-0.09,0.18,0.42,0.17,0.00
INTP IJ,INTP IJ Equity,Indonesia,2010,1,1,1,1,1,0,0,0,0,1,0,0,0,6,16.55,-0.03,0.31,0.02,0.50,0.00
JSMR IJ,JSMR IJ Equity,Indonesia,2010,1,0,1,0,0,0,0,0,0,1,1,0,0,4,16.76,-0.10,0.21,0.43,0.72,0.00
KLBF IJ,KLBF IJ Equity,Indonesia,2010,1,1,1,0,0,0,0,0,0,1,1,0,0,5,15.77,-0.07,0.27,0.00,0.23,0.01
LPKR IJ,LPKR IJ Equity,Indonesia,2010,1,1,1,1,0,0,0,0,0,1,0,1,0,6,16.60,-0.02,0.23,0.21,0.17,0.00
LPPF IJ,LPPF IJ Equity,Indonesia,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15.50,-0.03,0.18,0.55,0.11,0.00
MNCN IJ,MNCN IJ Equity,Indonesia,2010,1,1,1,0,1,0,0,0,0,0,0,0,0,4,15.92,-0.02,0.13,0.19,0.13,0.00
MYRX IJ,MYRX IJ Equity,Indonesia,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11.80,-0.66,0.01,1.60,0.60,0.00
PGAS IJ,PGAS IJ Equity,Indonesia,2010,1,1,1,1,0,0,0,0,0,1,0,1,0,6,8.18,-0.04,0.34,0.40,0.52,0.00
PTBA IJ,PTBA IJ Equity,Indonesia,2010,1,0,1,1,0,0,0,0,0,0,0,1,0,4,15.98,-0.07,0.58,0.00,0.13,0.00
PTPP IJ,PTPP IJ Equity,Indonesia,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15.51,0.00,0.18,0.12,0.01,0.00
PWON IJ,PWON IJ Equity,Indonesia,2010,0,0,1,0,0,0,0,0,0,0,0,1,0,2,15.41,-0.10,0.07,0.37,0.75,0.00
SCMA IJ,SCMA IJ Equity,Indonesia,2010,0,1,1,1,0,0,0,0,0,1,0,0,0,4,14.74,-0.01,0.28,0.23,0.14,0.00
SMGR IJ,SMGR IJ Equity,Indonesia,2010,0,1,1,0,0,0,0,0,0,1,1,0,1,5,16.56,-0.23,0.24,0.04,0.49,0.00
SRIL IJ,SRIL IJ Equity,Indonesia,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5.46,-0.22,0.01,0.30,0.41,0.00
SSMS IJ,SSMS IJ Equity,Indonesia,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14.24,-0.10,0.05,0.38,0.70,NA
TLKM IJ,TLKM IJ Equity,Indonesia,2010,0,1,1,1,0,0,0,0,0,1,1,0,1,6,18.42,-0.16,0.09,0.19,0.76,0.00
TPIA IJ,TPIA IJ Equity,Indonesia,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7.30,-0.02,0.12,0.15,0.56,0.00
TRAM IJ,TRAM IJ Equity,Indonesia,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5.49,-0.28,0.19,0.37,0.68,0.00
UNTR IJ,UNTR IJ Equity,Indonesia,2010,1,1,1,1,0,0,0,0,0,1,1,0,1,7,17.21,-0.11,0.05,0.19,0.45,0.00
UNVR IJ,UNVR IJ Equity,Indonesia,2010,0,1,1,1,0,0,0,0,0,1,1,0,1,6,15.98,-0.14,0.04,0.02,0.48,0.00
WIKA IJ,WIKA IJ Equity,Indonesia,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15.65,-0.02,0.20,0.06,0.08,0.00
WSBP IJ,WSBP IJ Equity,Indonesia,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
WSKT IJ,WSKT IJ Equity,Indonesia,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15.22,-0.01,0.09,0.25,0.04,0.00
1605 JT,1605 JT Equity,Japan,2010,1,0,0,0,0,0,0,0,0,1,1,0,1,4,14.52,-0.04,0.06,0.12,0.18,0.00
1878 JT,1878 JT Equity,Japan,2010,1,0,0,0,0,0,0,0,0,1,0,0,1,3,13.23,-0.01,0.22,0.00,0.14,0.00
1925 JT,1925 JT Equity,Japan,2010,1,0,1,0,0,0,0,0,0,1,1,0,1,5,14.47,-0.05,0.09,0.24,0.41,0.00
1928 JT,1928 JT Equity,Japan,2010,1,0,0,0,0,0,0,0,0,1,1,0,1,4,14.12,-0.02,0.11,0.19,0.25,0.00
2502 JT,2502 JT Equity,Japan,2010,1,0,1,0,0,0,0,0,1,1,1,1,1,7,14.16,-0.02,0.01,0.26,0.40,0.01
2503 JT,2503 JT Equity,Japan,2010,1,0,1,0,0,0,0,0,0,1,1,0,1,5,14.79,-0.04,0.02,0.32,0.28,0.02
2802 JT,2802 JT Equity,Japan,2010,1,0,1,0,0,0,0,0,0,1,1,0,1,5,13.89,-0.04,0.09,0.14,0.38,0.03
2914 JT,2914 JT Equity,Japan,2010,1,0,1,0,0,0,0,0,0,1,1,0,1,5,15.17,-0.03,0.04,0.23,0.18,0.01
3382 JT,3382 JT Equity,Japan,2010,1,0,0,0,0,0,0,0,0,1,1,0,1,4,15.12,-0.04,0.19,0.20,0.33,0.00
3402 JT,3402 JT Equity,Japan,2010,1,0,0,0,0,0,0,0,0,1,1,0,1,4,14.26,-0.04,0.04,0.41,0.37,0.03
3407 JT,3407 JT Equity,Japan,2010,1,0,1,0,0,0,0,0,1,1,1,0,1,6,14.13,-0.06,0.07,0.19,0.33,0.05
4063 JT,4063 JT Equity,Japan,2010,1,0,1,0,0,0,0,0,1,1,1,0,1,6,14.39,-0.07,0.12,0.01,0.37,0.02
4188 JT,4188 JT Equity,Japan,2010,1,0,1,0,0,0,0,0,0,1,1,0,1,5,15.03,-0.04,0.04,0.43,0.35,0.04
4452 JT,4452 JT Equity,Japan,2010,1,0,0,0,0,0,0,0,0,1,1,0,1,4,13.88,-0.03,0.07,0.19,0.24,0.04
4502 JT,4502 JT Equity,Japan,2010,1,0,0,0,0,0,0,0,0,1,1,0,1,4,14.85,-0.03,0.09,0.01,0.11,0.10
4503 JT,4503 JT Equity,Japan,2010,1,1,1,0,0,0,0,0,0,1,1,1,1,7,14.13,-0.03,0.23,0.00,0.14,0.14
4507 JT,4507 JT Equity,Japan,2010,1,0,1,0,0,0,0,0,0,1,1,0,1,5,13.20,-0.02,0.06,0.22,0.12,0.10
4523 JT,4523 JT Equity,Japan,2010,1,1,1,1,0,0,0,0,1,1,1,1,1,9,13.91,-0.02,0.06,0.38,0.14,0.16
4528 JT,4528 JT Equity,Japan,2010,1,0,0,0,0,0,0,0,0,1,1,0,1,4,12.98,-0.01,0.04,0.00,0.12,0.09
4568 JT,4568 JT Equity,Japan,2010,1,0,1,0,0,0,0,0,0,1,1,0,1,5,14.21,-0.02,0.07,0.20,0.17,0.13
4578 JT,4578 JT Equity,Japan,2010,1,0,0,0,0,0,0,0,0,1,1,1,1,5,14.19,-0.03,0.21,0.09,0.18,0.10
4661 JT,4661 JT Equity,Japan,2010,1,0,1,0,0,0,0,0,0,1,0,1,1,5,13.33,-0.03,0.06,0.28,0.79,0.00
4755 JT,4755 JT Equity,Japan,2010,1,0,0,0,0,0,0,0,0,1,0,0,1,3,14.48,0.00,0.04,0.21,0.01,0.00
4901 JT,4901 JT Equity,Japan,2010,1,0,0,0,0,0,0,0,1,1,1,0,1,5,14.85,-0.03,0.14,0.06,0.21,0.06
4911 JT,4911 JT Equity,Japan,2010,1,0,0,1,0,0,0,0,0,1,1,1,1,6,13.56,-0.02,0.09,0.28,0.17,0.02
5020 JT,5020 JT Equity,Japan,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
5108 JT,5108 JT Equity,Japan,2010,1,0,0,0,0,0,0,0,0,1,1,1,1,5,14.81,-0.07,0.07,0.25,0.37,0.03
5401 JT,5401 JT Equity,Japan,2010,1,0,0,0,0,0,0,0,1,1,1,0,1,5,15.43,-0.07,0.02,0.28,0.38,0.01
5411 JT,5411 JT Equity,Japan,2010,1,0,0,0,0,0,0,0,1,1,1,0,1,5,15.18,-0.06,0.01,0.38,0.46,0.01
5713 JT,5713 JT Equity,Japan,2010,1,0,0,0,0,0,0,0,1,1,1,0,1,5,13.80,-0.04,0.06,0.21,0.26,0.00
5802 JT,5802 JT Equity,Japan,2010,1,0,0,0,0,0,0,0,0,1,1,0,1,4,14.48,-0.04,0.07,0.18,0.27,0.04
6098 JT,6098 JT Equity,Japan,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
6273 JT,6273 JT Equity,Japan,2010,1,0,0,0,0,0,0,0,0,1,0,0,1,3,13.37,-0.02,0.29,0.07,0.15,0.02
6301 JT,6301 JT Equity,Japan,2010,1,0,1,0,0,0,0,0,0,1,1,0,1,5,14.49,-0.05,0.04,0.30,0.27,0.02
6326 JT,6326 JT Equity,Japan,2010,1,0,1,0,0,0,0,0,0,1,1,0,1,5,14.16,-0.02,0.08,0.29,0.16,0.02
6367 JT,6367 JT Equity,Japan,2010,1,0,0,0,0,0,0,0,0,1,1,1,1,5,13.95,-0.03,0.14,0.35,0.21,0.02
6501 JT,6501 JT Equity,Japan,2010,1,0,1,1,1,0,1,1,0,1,1,1,1,10,16.01,-0.03,0.06,0.26,0.25,0.04
6503 JT,6503 JT Equity,Japan,2010,1,0,1,0,1,0,1,1,0,1,1,0,1,8,14.98,-0.03,0.12,0.18,0.16,0.04
6594 JT,6594 JT Equity,Japan,2010,1,0,0,0,0,0,0,0,0,1,0,0,1,3,13.45,-0.05,0.18,0.17,0.29,0.04
6702 JT,6702 JT Equity,Japan,2010,1,0,1,0,0,0,0,0,0,1,1,1,1,6,14.99,-0.04,0.10,0.20,0.21,0.07
6752 JT,6752 JT Equity,Japan,2010,1,0,1,0,0,0,0,0,1,1,1,0,1,6,15.94,-0.04,0.13,0.16,0.23,0.06
6758 JT,6758 JT Equity,Japan,2010,1,1,1,0,1,0,1,1,0,1,1,1,1,10,16.37,-0.03,0.09,0.09,0.08,0.03
6861 JT,6861 JT Equity,Japan,2010,1,0,0,0,0,0,0,0,0,1,0,0,1,3,13.26,0.00,0.05,0.00,0.03,0.01
6902 JT,6902 JT Equity,Japan,2010,1,0,0,1,0,0,0,0,0,1,1,0,1,5,15.03,-0.04,0.17,0.12,0.27,0.08
6954 JT,6954 JT Equity,Japan,2010,1,0,0,0,0,0,0,0,0,1,1,1,1,5,13.70,-0.01,0.56,0.00,0.24,0.02
